OrderKey,LineNumber,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost,CurrencyCode,ExchangeRate
166800,2,2024-07-25,2024-07-29,545611,999999,347,2,1172,1078.24,538.96,EUR,0.93284
166800,3,2024-07-25,2024-07-29,545611,999999,55,6,242.72,220.8752,80.4174,EUR,0.93284
167000,0,2024-07-27,2024-07-27,1248280,450,1686,6,6.291,5.6619,3.204,USD,1.00000
167400,0,2024-07-31,2024-07-31,1179237,420,1711,5,63.117,55.54296,29.025,GBP,0.80616
167500,0,2024-08-01,2024-08-04,171406,999999,1776,4,38.7,36.378,19.728,AUD,1.55352
167700,0,2024-08-03,2024-08-03,877532,310,1836,1,819.18,761.8374,417.6424,EUR,0.93870
167701,0,2024-08-03,2024-08-03,475167,270,1690,3,15.291,14.67936,5.067,EUR,0.93870
167701,1,2024-08-03,2024-08-03,475167,270,2489,2,23.984,21.10592,12.224,EUR,0.93870
167701,2,2024-08-03,2024-08-03,475167,270,1251,2,77.987,70.96817,39.754,EUR,0.93870
168000,0,2024-08-06,2024-08-06,1517087,450,1593,1,12.501,11.75094,5.751,USD,1.00000
168000,1,2024-08-06,2024-08-06,1517087,450,1925,1,229.5918,206.63262,117.055,USD,1.00000
168000,2,2024-08-06,2024-08-06,1517087,450,1697,7,4.851,4.851,2.475,USD,1.00000
168100,0,2024-08-07,2024-08-07,537853,220,97,8,55.268,55.268,28.1752,EUR,0.94011
168101,0,2024-08-07,2024-08-07,162148,35,361,2,778,676.86,396.64,AUD,1.55852
168200,0,2024-08-08,2024-08-08,1862342,620,1660,4,260.991,260.991,86.472,USD,1.00000
168200,1,2024-08-08,2024-08-08,1862342,620,1694,2,7.992,7.43256,3.672,USD,1.00000
168200,2,2024-08-08,2024-08-08,1862342,620,1622,1,197.1,181.332,65.304,USD,1.00000
168201,0,2024-08-08,2024-08-08,1198720,360,1477,1,427.2,401.568,196.448,GBP,0.80147
168201,1,2024-08-08,2024-08-08,1198720,360,420,3,999.8,999.8,509.72,GBP,0.80147
168201,2,2024-08-08,2024-08-08,1198720,360,1526,2,380.8,380.8,175.12,GBP,0.80147
168202,0,2024-08-08,2024-08-08,1895170,610,1859,5,1491.498,1491.498,685.889,USD,1.00000
168300,0,2024-08-09,2024-08-09,1669235,605,17,2,90.159,79.33992,41.4592,USD,1.00000
168301,0,2024-08-09,2024-08-14,1042701,999999,114,4,204.9918,178.342866,67.9206,GBP,0.80195
168301,1,2024-08-09,2024-08-14,1042701,999999,1790,3,38.7,33.669,19.728,GBP,0.80195
168301,2,2024-08-09,2024-08-14,1042701,999999,435,3,539.9,475.112,275.26,GBP,0.80195
168400,0,2024-08-10,2024-08-10,1164730,390,1636,1,11.394,10.36854,5.238,GBP,0.80195
168400,1,2024-08-10,2024-08-10,1164730,390,1328,3,79.984,79.984,26.496,GBP,0.80195
168401,0,2024-08-10,2024-08-12,533548,999999,437,1,999.8,909.818,509.72,EUR,0.93879
168401,1,2024-08-10,2024-08-12,533548,999999,1474,3,332.8,296.192,153.04,EUR,0.93879
168401,2,2024-08-10,2024-08-12,533548,999999,116,2,152.991,152.991,78.003,EUR,0.93879
168401,3,2024-08-10,2024-08-12,533548,999999,1579,2,197.1,197.1,65.304,EUR,0.93879
168401,4,2024-08-10,2024-08-12,533548,999999,994,2,239.85,208.6695,110.292,EUR,0.93879
168401,5,2024-08-10,2024-08-12,533548,999999,1450,1,492.8,438.592,226.624,EUR,0.93879
168402,0,2024-08-10,2024-08-10,1358169,480,1101,4,738.4,738.4,244.647,USD,1.00000
168403,0,2024-08-10,2024-08-10,1268192,550,54,2,242.72,211.1664,80.4174,USD,1.00000
168600,0,2024-08-12,2024-08-12,1957921,540,1690,1,15.291,15.291,5.067,USD,1.00000
168600,1,2024-08-12,2024-08-12,1957921,540,453,1,459.8,459.8,234.42,USD,1.00000
168700,0,2024-08-13,2024-08-13,836050,340,1605,8,260.991,227.06217,86.472,EUR,0.92081
168701,0,2024-08-13,2024-08-13,434108,260,1799,2,23.4,23.4,11.934,EUR,0.92081
168800,0,2024-08-14,2024-08-14,371344,80,1581,4,197.1,177.39,65.304,CAD,1.35723
168800,1,2024-08-14,2024-08-14,371344,80,761,1,33.8,33.8,17.24,CAD,1.35723
168801,0,2024-08-14,2024-08-14,1386242,605,1753,6,80.1,80.1,36.837,USD,1.00000
168801,1,2024-08-14,2024-08-14,1386242,605,1211,2,1105,994.5,508.144,USD,1.00000
168802,0,2024-08-14,2024-08-14,1918046,440,457,7,439.9,439.9,224.28,USD,1.00000
168900,0,2024-08-15,2024-08-15,1701191,670,94,6,55.268,51.39924,28.1752,USD,1.00000
168900,1,2024-08-15,2024-08-15,1701191,670,1217,2,722.8,621.608,332.384,USD,1.00000
168900,2,2024-08-15,2024-08-15,1701191,670,419,1,738,664.2,376.26,USD,1.00000
168900,3,2024-08-15,2024-08-15,1701191,670,1204,1,2080,1955.2,689.143,USD,1.00000
168901,0,2024-08-15,2024-08-22,1352178,999999,2100,1,1209.5,1076.455,400.734,USD,1.00000
168901,1,2024-08-15,2024-08-22,1352178,999999,2512,2,207.984,207.984,68.912,USD,1.00000
168901,2,2024-08-15,2024-08-22,1352178,999999,1442,1,846.4,761.76,280.432,USD,1.00000
168901,3,2024-08-15,2024-08-22,1352178,999999,1664,1,8.091,7.20099,3.717,USD,1.00000
168902,0,2024-08-15,2024-08-15,1020564,400,1479,4,496,471.2,228.096,GBP,0.79271
168902,1,2024-08-15,2024-08-15,1020564,400,2109,3,211.15,211.15,107.6496,GBP,0.79271
168902,2,2024-08-15,2024-08-15,1020564,400,1515,9,368,349.6,169.232,GBP,0.79271
168902,3,2024-08-15,2024-08-15,1020564,400,1603,4,98.991,85.13226,50.472,GBP,0.79271
168902,4,2024-08-15,2024-08-15,1020564,400,452,1,439.9,404.708,224.28,GBP,0.79271
168902,5,2024-08-15,2024-08-15,1020564,400,2121,1,106.518,97.99656,54.3086,GBP,0.79271
169000,0,2024-08-16,2024-08-22,1451901,999999,431,6,738,671.58,376.26,USD,1.00000
169001,0,2024-08-16,2024-08-16,1371509,620,954,1,242.97,211.3839,111.735,USD,1.00000
169100,0,2024-08-17,2024-08-17,550880,255,14,2,63.6976,63.6976,29.2904,EUR,0.92242
169100,2,2024-08-17,2024-08-17,550880,255,432,1,999.8,999.8,509.72,EUR,0.92242
169101,0,2024-08-17,2024-08-22,167900,999999,1790,2,38.7,34.056,19.728,AUD,1.51840
169101,1,2024-08-17,2024-08-22,167900,999999,1624,9,197.1,177.39,65.304,AUD,1.51840
169101,2,2024-08-17,2024-08-22,167900,999999,77,5,31.119,28.31829,14.309,AUD,1.51840
169101,3,2024-08-17,2024-08-22,167900,999999,1513,1,430.4,430.4,197.92,AUD,1.51840
169102,0,2024-08-17,2024-08-22,1289631,999999,2501,6,37.952,37.952,19.344,USD,1.00000
169103,0,2024-08-17,2024-08-17,966903,390,428,1,1938,1724.82,642.1,GBP,0.79119
169103,1,2024-08-17,2024-08-17,966903,390,1598,1,52.092,52.092,23.958,GBP,0.79119
169103,2,2024-08-17,2024-08-17,966903,390,1298,2,32.5,32.5,14.95,GBP,0.79119
169300,0,2024-08-19,2024-08-19,1624730,540,46,5,122.959,110.6631,62.689,USD,1.00000
169300,1,2024-08-19,2024-08-19,1624730,540,87,1,81.9918,81.9918,37.7036,USD,1.00000
169300,2,2024-08-19,2024-08-19,1624730,540,1780,1,38.7,38.7,19.728,USD,1.00000
169400,0,2024-08-20,2024-08-20,986207,380,1608,3,98.991,98.00109,50.472,GBP,0.79489
169401,0,2024-08-20,2024-08-23,1011240,999999,1095,2,465.4,465.4,214.019,GBP,0.79489
169500,0,2024-08-21,2024-08-21,153594,40,1740,1,25.2,24.192,12.852,AUD,1.53707
169501,0,2024-08-21,2024-08-29,1872450,999999,1674,2,6.291,6.291,3.204,USD,1.00000
169501,1,2024-08-21,2024-08-29,1872450,999999,1697,7,4.851,4.851,2.475,USD,1.00000
169600,0,2024-08-22,2024-08-22,1420773,440,1584,1,8.991,7.73226,4.581,USD,1.00000
169600,1,2024-08-22,2024-08-22,1420773,440,2037,1,546.0708,540.610092,180.9248,USD,1.00000
169600,2,2024-08-22,2024-08-22,1420773,440,460,1,599.8,515.828,305.8,USD,1.00000
169600,3,2024-08-22,2024-08-22,1420773,440,1426,1,942.4,942.4,312.24,USD,1.00000
169600,4,2024-08-22,2024-08-22,1420773,440,1485,4,368,327.52,169.232,USD,1.00000
169600,5,2024-08-22,2024-08-22,1420773,440,1263,1,90.987,81.8883,46.384,USD,1.00000
169601,0,2024-08-22,2024-08-22,894699,340,161,1,1432.98,1432.98,474.777,EUR,0.92498
169601,1,2024-08-22,2024-08-22,894699,340,1108,3,817.7,817.7,270.92,EUR,0.92498
169602,0,2024-08-22,2024-08-25,533076,999999,1672,1,15.201,15.201,5.04,EUR,0.92498
169700,0,2024-08-23,2024-08-26,803626,999999,1797,5,38.7,33.669,19.728,EUR,0.92498
169700,1,2024-08-23,2024-08-26,803626,999999,623,8,4998,4598.16,1655.94,EUR,0.92498
169700,2,2024-08-23,2024-08-26,803626,999999,426,1,999.8,919.816,509.72,EUR,0.92498
169701,0,2024-08-23,2024-08-23,2012095,620,5,6,17.6874,16.095534,9.02,USD,1.00000
169701,2,2024-08-23,2024-08-23,2012095,620,448,1,539.8,469.626,275.2,USD,1.00000
169701,3,2024-08-23,2024-08-23,2012095,620,2506,7,7.584,7.584,3.872,USD,1.00000
169701,4,2024-08-23,2024-08-23,2012095,620,723,2,204,179.52,104,USD,1.00000
169701,5,2024-08-23,2024-08-23,2012095,620,486,6,138,138,70.36,USD,1.00000
169800,0,2024-08-24,2024-08-24,222666,100,1651,2,143.991,132.47172,66.213,CAD,1.35714
169800,1,2024-08-24,2024-08-24,222666,100,1703,2,4.851,4.851,2.475,CAD,1.35714
169800,2,2024-08-24,2024-08-24,222666,100,1639,1,8.991,8.45154,4.581,CAD,1.35714
169800,3,2024-08-24,2024-08-24,222666,100,691,2,472,405.92,156.38,CAD,1.35714
169801,0,2024-08-24,2024-08-24,263965,80,2493,2,39.984,37.18512,20.384,CAD,1.35714
169801,1,2024-08-24,2024-08-24,263965,80,2489,1,23.984,21.5856,12.224,CAD,1.35714
169802,0,2024-08-24,2024-08-29,1345166,999999,111,2,204.9918,204.9918,67.9206,USD,1.00000
169803,0,2024-08-24,2024-08-24,397171,74,1825,4,28.8,25.632,14.679,CAD,1.35714
169803,1,2024-08-24,2024-08-24,397171,74,1595,6,20.601,20.601,6.822,CAD,1.35714
169803,2,2024-08-24,2024-08-24,397171,74,1757,1,50.31,45.279,25.65,CAD,1.35714
170000,0,2024-08-26,2024-08-26,1552492,570,1579,6,197.1,185.274,65.304,USD,1.00000
170100,0,2024-08-27,2024-08-27,525394,230,65,4,148.42,130.6096,68.2568,EUR,0.92456
170101,0,2024-08-27,2024-08-27,1231170,660,1631,1,11.394,10.14066,5.238,USD,1.00000
170101,1,2024-08-27,2024-08-27,1231170,660,1500,3,206.4,179.568,105.232,USD,1.00000
170200,0,2024-08-28,2024-08-28,1651811,500,1603,2,98.991,89.0919,50.472,USD,1.00000
170200,1,2024-08-28,2024-08-28,1651811,500,448,6,539.8,469.626,275.2,USD,1.00000
170200,2,2024-08-28,2024-08-28,1651811,500,81,5,33.251,31.58845,15.293,USD,1.00000
170201,0,2024-08-28,2024-08-28,1966236,550,307,1,332.1,285.606,152.721,USD,1.00000
170300,0,2024-08-29,2024-08-29,1269051,480,102,1,94.3,90.528,43.3616,USD,1.00000
170301,0,2024-08-29,2024-08-29,877685,330,1294,1,773.5,696.15,256.282,EUR,0.92293
170301,1,2024-08-29,2024-08-29,877685,330,173,1,80.91,75.2463,41.247,EUR,0.92293
170301,2,2024-08-29,2024-08-29,877685,330,501,10,118,106.2,60.16,EUR,0.92293
170302,0,2024-08-29,2024-08-29,1782403,610,1778,1,38.7,38.7,19.728,USD,1.00000
170302,1,2024-08-29,2024-08-29,1782403,610,1648,1,98.991,91.07172,50.472,USD,1.00000
170302,2,2024-08-29,2024-08-29,1782403,610,1714,2,63.117,63.117,29.025,USD,1.00000
170302,3,2024-08-29,2024-08-29,1782403,610,102,1,94.3,82.041,43.3616,USD,1.00000
170400,0,2024-08-30,2024-08-30,920769,360,1580,7,197.1,197.1,65.304,GBP,0.79271
170400,1,2024-08-30,2024-08-30,920769,360,1582,1,16.191,14.40999,7.443,GBP,0.79271
170401,0,2024-08-30,2024-09-02,1634156,999999,2173,3,133.66,120.294,68.142,USD,1.00000
170500,0,2024-08-31,2024-08-31,155971,60,89,3,122.9918,105.772948,40.7458,AUD,1.53386
170500,1,2024-08-31,2024-08-31,155971,60,101,1,98.4,85.608,45.2476,AUD,1.53386
170500,2,2024-08-31,2024-08-31,155971,60,1669,2,6.201,6.201,2.853,AUD,1.53386
170500,3,2024-08-31,2024-08-31,155971,60,642,2,318,318,146.24,AUD,1.53386
170500,4,2024-08-31,2024-08-31,155971,60,1667,2,4.95,4.95,2.52,AUD,1.53386
170500,5,2024-08-31,2024-08-31,155971,60,422,1,1938,1666.68,642.1,AUD,1.53386
170500,6,2024-08-31,2024-08-31,155971,60,1467,3,481.6,423.808,221.472,AUD,1.53386
170501,0,2024-08-31,2024-08-31,1914640,440,1419,2,412.8,359.136,189.84,USD,1.00000
170502,0,2024-08-31,2024-09-04,917004,999999,1788,1,38.7,34.443,19.728,GBP,0.79271
170502,1,2024-08-31,2024-09-04,917004,999999,532,7,518,455.84,238.22,GBP,0.79271
170503,0,2024-08-31,2024-08-31,631385,150,601,3,1398,1216.26,642.88,EUR,0.92396
170503,1,2024-08-31,2024-08-31,631385,150,1364,1,43.184,41.0248,19.856,EUR,0.92396
170503,2,2024-08-31,2024-08-31,631385,150,460,5,599.8,521.826,305.8,EUR,0.92396
170503,3,2024-08-31,2024-08-31,631385,150,445,1,1118,1118,514.12,EUR,0.92396
170503,4,2024-08-31,2024-08-31,631385,150,612,6,4998,4648.14,1655.94,EUR,0.92396
170503,5,2024-08-31,2024-08-31,631385,150,444,2,1838,1635.82,608.96,EUR,0.92396
170700,0,2024-09-02,2024-09-02,769083,300,10,1,49.1918,45.256456,25.0756,EUR,0.91684
170700,2,2024-09-02,2024-09-02,769083,300,61,1,148.42,139.5148,68.2568,EUR,0.91684
170700,3,2024-09-02,2024-09-02,769083,300,1147,2,851.5,851.5,391.573,EUR,0.91684
170800,0,2024-09-03,2024-09-07,269455,999999,1431,3,409.6,356.352,188.368,CAD,1.35891
170800,1,2024-09-03,2024-09-07,269455,999999,1640,5,20.601,18.5409,6.822,CAD,1.35891
170801,0,2024-09-03,2024-09-03,1302781,540,1649,5,233.991,233.991,77.526,USD,1.00000
170801,1,2024-09-03,2024-09-03,1302781,540,1482,2,382.4,347.984,175.856,USD,1.00000
170801,2,2024-09-03,2024-09-03,1302781,540,1616,3,51.291,45.64899,23.589,USD,1.00000
170801,3,2024-09-03,2024-09-03,1302781,540,1418,4,468.8,431.296,215.584,USD,1.00000
170900,0,2024-09-04,2024-09-04,1665087,540,64,3,148.42,148.42,68.2568,USD,1.00000
170900,1,2024-09-04,2024-09-04,1665087,540,58,1,127.92,112.5696,65.2146,USD,1.00000
170900,2,2024-09-04,2024-09-04,1665087,540,1709,4,63.117,63.117,29.025,USD,1.00000
170901,0,2024-09-04,2024-09-04,2044650,540,2100,1,1209.5,1052.265,400.734,USD,1.00000
170901,1,2024-09-04,2024-09-04,2044650,540,2164,2,1353,1353,448.2776,USD,1.00000
170901,2,2024-09-04,2024-09-04,2044650,540,992,1,377,327.99,124.904,USD,1.00000
170901,3,2024-09-04,2024-09-04,2044650,540,435,4,539.9,539.9,275.26,USD,1.00000
171000,0,2024-09-05,2024-09-05,1956497,500,1599,2,52.092,45.32004,23.958,USD,1.00000
171001,0,2024-09-05,2024-09-05,1427358,430,1756,1,58.41,58.41,29.781,USD,1.00000
171001,1,2024-09-05,2024-09-05,1427358,430,1598,2,52.092,50.52924,23.958,USD,1.00000
171001,2,2024-09-05,2024-09-05,1427358,430,1760,2,85.32,85.32,39.24,USD,1.00000
171001,3,2024-09-05,2024-09-05,1427358,430,2137,4,133.66,117.6208,68.142,USD,1.00000
171002,0,2024-09-05,2024-09-05,680696,140,348,3,1516,1318.92,697.16,EUR,0.91811
171002,1,2024-09-05,2024-09-05,680696,140,524,2,358,311.46,164.64,EUR,0.91811
171002,2,2024-09-05,2024-09-05,680696,140,829,3,79.8,71.82,26.44,EUR,0.91811
171002,3,2024-09-05,2024-09-05,680696,140,74,8,31.119,29.56305,14.309,EUR,0.91811
171100,0,2024-09-06,2024-09-06,474325,210,100,1,98.4,88.56,45.2476,EUR,0.91811
171100,1,2024-09-06,2024-09-06,474325,210,373,4,652,586.8,332.4,EUR,0.91811
171100,2,2024-09-06,2024-09-06,474325,210,1470,3,206.4,206.4,105.232,EUR,0.91811
171101,0,2024-09-06,2024-09-06,1701917,590,614,1,1998,1878.12,918.8,USD,1.00000
171200,0,2024-09-07,2024-09-07,1969372,440,1575,5,54.891,52.14645,25.245,USD,1.00000
171201,0,2024-09-07,2024-09-07,1861466,450,1416,7,492.8,453.376,226.624,USD,1.00000
171202,0,2024-09-07,2024-09-07,1813363,590,114,1,204.9918,204.9918,67.9206,USD,1.00000
171202,1,2024-09-07,2024-09-07,1813363,590,2489,1,23.984,20.86608,12.224,USD,1.00000
171202,2,2024-09-07,2024-09-07,1813363,590,2507,3,7.584,6.67392,3.872,USD,1.00000
171202,3,2024-09-07,2024-09-07,1813363,590,74,4,31.119,31.119,14.309,USD,1.00000
171202,4,2024-09-07,2024-09-07,1813363,590,1651,2,143.991,126.71208,66.213,USD,1.00000
171202,5,2024-09-07,2024-09-07,1813363,590,450,1,1838,1838,608.96,USD,1.00000
171202,6,2024-09-07,2024-09-07,1813363,590,1778,2,38.7,34.056,19.728,USD,1.00000
171203,0,2024-09-07,2024-09-07,1719858,440,1672,7,15.201,13.22487,5.04,USD,1.00000
171400,0,2024-09-09,2024-09-09,1030016,390,1409,2,942.4,838.736,312.24,GBP,0.78188
171400,1,2024-09-09,2024-09-09,1030016,390,2082,2,114.7918,98.720948,58.5234,GBP,0.78188
171400,2,2024-09-09,2024-09-09,1030016,390,135,7,314.955,296.0577,144.837,GBP,0.78188
171400,3,2024-09-09,2024-09-09,1030016,390,103,8,94.3,86.756,43.3616,GBP,0.78188
171500,0,2024-09-10,2024-09-10,106929,10,1425,6,846.4,736.368,280.432,AUD,1.51220
171501,0,2024-09-10,2024-09-10,329211,90,73,2,39.319,35.78029,18.081,CAD,1.34894
171501,1,2024-09-10,2024-09-10,329211,90,1451,4,428.8,428.8,197.184,CAD,1.34894
171501,2,2024-09-10,2024-09-10,329211,90,734,2,298,298,137.04,CAD,1.34894
171600,0,2024-09-11,2024-09-11,1270770,560,1618,4,53.091,48.31281,24.417,USD,1.00000
171600,1,2024-09-11,2024-09-11,1270770,560,1523,3,478.4,420.992,220,USD,1.00000
171600,2,2024-09-11,2024-09-11,1270770,560,1017,3,214.5,186.615,98.644,USD,1.00000
171600,3,2024-09-11,2024-09-11,1270770,560,427,8,938,891.1,431.36,USD,1.00000
171600,4,2024-09-11,2024-09-11,1270770,560,358,1,652,652,332.4,USD,1.00000
171601,0,2024-09-11,2024-09-15,1169943,999999,69,8,21.0658,19.169878,10.742,GBP,0.78287
171601,2,2024-09-11,2024-09-15,1169943,999999,49,4,163.959,163.959,75.399,GBP,0.78287
171601,3,2024-09-11,2024-09-15,1169943,999999,1523,1,478.4,444.912,220,GBP,0.78287
171700,0,2024-09-12,2024-09-12,781757,290,840,2,79.8,73.416,36.7,EUR,0.91525
171701,0,2024-09-12,2024-09-12,511774,220,2125,2,133.66,122.9672,68.142,EUR,0.91525
171702,0,2024-09-12,2024-09-14,2055982,999999,431,3,738,738,376.26,USD,1.00000
171702,1,2024-09-12,2024-09-14,2055982,999999,68,4,21.0658,18.95922,10.742,USD,1.00000
171800,0,2024-09-13,2024-09-13,328785,80,2068,7,163.9918,144.312784,75.4154,CAD,1.34477
171801,0,2024-09-13,2024-09-13,1793428,660,1611,1,143.991,143.991,66.213,USD,1.00000
171801,1,2024-09-13,2024-09-13,1793428,660,1811,5,28.8,26.496,14.679,USD,1.00000
171900,0,2024-09-14,2024-09-17,1395545,999999,1654,7,233.991,233.991,77.526,USD,1.00000
171900,1,2024-09-14,2024-09-17,1395545,999999,1577,3,197.1,197.1,65.304,USD,1.00000
171901,0,2024-09-14,2024-09-14,340662,74,1321,7,46.384,41.7456,21.328,CAD,1.34477
171901,1,2024-09-14,2024-09-14,340662,74,738,2,456,456,151.08,CAD,1.34477
171902,0,2024-09-14,2024-09-14,1551649,650,1511,3,366.4,366.4,168.496,USD,1.00000
171903,0,2024-09-14,2024-09-14,1155815,370,1001,3,260,226.2,86.138,GBP,0.77907
171903,1,2024-09-14,2024-09-14,1155815,370,2002,5,163.9918,155.79221,75.4154,GBP,0.77907
171903,2,2024-09-14,2024-09-14,1155815,370,2452,1,24.5918,22.624456,12.5378,GBP,0.77907
172100,0,2024-09-16,2024-09-16,416578,270,2143,2,133.66,124.3038,68.142,EUR,0.91785
172200,0,2024-09-17,2024-09-17,1266751,610,971,1,300.3,261.261,99.489,USD,1.00000
172200,1,2024-09-17,2024-09-17,1266751,610,1077,2,738.4,738.4,244.647,USD,1.00000
172200,2,2024-09-17,2024-09-17,1266751,610,83,1,81.9918,81.9918,37.7036,USD,1.00000
172200,3,2024-09-17,2024-09-17,1266751,610,1562,4,380.8,380.8,175.12,USD,1.00000
172201,0,2024-09-17,2024-09-17,1277345,500,733,3,316,297.04,145.32,USD,1.00000
172300,0,2024-09-18,2024-09-18,1708756,590,2418,7,60.6718,60.6718,27.9046,USD,1.00000
172301,0,2024-09-18,2024-09-21,825100,999999,1608,3,98.991,86.12217,50.472,EUR,0.92174
172301,1,2024-09-18,2024-09-21,825100,999999,1685,1,4.851,4.22037,2.475,EUR,0.92174
172400,0,2024-09-19,2024-09-19,1072232,390,2104,6,211.15,211.15,107.6496,GBP,0.78907
172400,1,2024-09-19,2024-09-19,1072232,390,144,1,269.991,240.29199,137.646,GBP,0.78907
172400,2,2024-09-19,2024-09-19,1072232,390,715,6,298,271.18,137.04,GBP,0.78907
172401,0,2024-09-19,2024-09-19,174212,50,957,8,300.3,279.279,99.489,AUD,1.53421
172402,0,2024-09-19,2024-09-19,1185894,370,56,9,242.72,242.72,80.4174,GBP,0.78907
172402,1,2024-09-19,2024-09-19,1185894,370,1602,7,161.991,142.55208,74.493,GBP,0.78907
172402,2,2024-09-19,2024-09-19,1185894,370,115,2,204.9918,182.442702,67.9206,GBP,0.78907
172500,0,2024-09-20,2024-09-20,1656884,540,2069,2,147.5918,134.308538,67.8714,USD,1.00000
172500,1,2024-09-20,2024-09-20,1656884,540,107,1,109.0518,99.237138,50.1512,USD,1.00000
172500,2,2024-09-20,2024-09-20,1656884,540,454,1,539.8,480.422,275.2,USD,1.00000
172500,3,2024-09-20,2024-09-20,1656884,540,449,1,698,621.22,320.98,USD,1.00000
172500,4,2024-09-20,2024-09-20,1656884,540,1606,2,143.991,143.991,66.213,USD,1.00000
172500,5,2024-09-20,2024-09-20,1656884,540,1602,4,161.991,140.93217,74.493,USD,1.00000
172600,0,2024-09-21,2024-09-25,1391621,999999,2059,1,81.9918,75.432456,41.8036,USD,1.00000
172601,0,2024-09-21,2024-09-21,119321,50,877,1,259.9,259.9,86.12,AUD,1.53861
172601,1,2024-09-21,2024-09-21,119321,50,62,2,148.42,132.0938,68.2568,AUD,1.53861
172601,2,2024-09-21,2024-09-21,119321,50,1622,4,197.1,195.129,65.304,AUD,1.53861
172601,3,2024-09-21,2024-09-21,119321,50,1623,6,197.1,181.332,65.304,AUD,1.53861
172601,4,2024-09-21,2024-09-21,119321,50,1490,1,206.4,204.336,105.232,AUD,1.53861
172601,5,2024-09-21,2024-09-21,119321,50,1665,1,4.491,4.491,2.286,AUD,1.53861
172601,6,2024-09-21,2024-09-21,119321,50,1454,1,318.4,286.56,146.416,AUD,1.53861
172602,0,2024-09-21,2024-09-21,4193,35,1357,2,62.384,56.1456,28.688,AUD,1.53861
172603,0,2024-09-21,2024-09-21,1197556,380,1670,4,8.091,7.20099,3.717,GBP,0.79153
172603,1,2024-09-21,2024-09-21,1197556,380,1815,3,28.8,28.8,14.679,GBP,0.79153
172800,0,2024-09-23,2024-09-25,382394,999999,1623,8,197.1,197.1,65.304,CAD,1.35960
172800,1,2024-09-23,2024-09-25,382394,999999,69,6,21.0658,21.0658,10.742,CAD,1.35960
172800,2,2024-09-23,2024-09-25,382394,999999,453,1,459.8,459.8,234.42,CAD,1.35960
172900,0,2024-09-24,2024-09-24,1470869,660,2139,2,106.518,94.80102,54.3086,USD,1.00000
172900,1,2024-09-24,2024-09-24,1470869,660,1533,4,478.4,478.4,220,USD,1.00000
172900,2,2024-09-24,2024-09-24,1470869,660,1455,2,464,464,213.376,USD,1.00000
173000,0,2024-09-25,2024-09-30,1666109,999999,1676,2,8.091,7.20099,3.717,USD,1.00000
173000,1,2024-09-25,2024-09-30,1666109,999999,1668,3,6.291,6.291,3.204,USD,1.00000
173001,0,2024-09-25,2024-10-01,362969,999999,1000,6,167.7,167.7,77.116,CAD,1.34948
173001,1,2024-09-25,2024-10-01,362969,999999,443,7,698,607.26,320.98,CAD,1.34948
173100,0,2024-09-26,2024-09-26,542016,240,2414,5,30.2006,30.2006,15.3996,EUR,0.92149
173100,1,2024-09-26,2024-09-26,542016,240,463,8,1238,1238,410.18,EUR,0.92149
173100,2,2024-09-26,2024-09-26,542016,240,93,3,55.268,50.84656,28.1752,EUR,0.92149
173101,0,2024-09-26,2024-09-26,1679077,480,1641,4,11.394,10.8243,5.238,USD,1.00000
173102,0,2024-09-26,2024-09-26,1370697,590,450,6,1838,1617.44,608.96,USD,1.00000
173102,1,2024-09-26,2024-09-26,1370697,590,442,4,539.8,475.024,275.2,USD,1.00000
173200,0,2024-09-27,2024-09-27,1207498,560,1609,3,233.991,233.991,77.526,USD,1.00000
173300,0,2024-09-28,2024-09-28,1781235,530,2064,1,114.7918,101.016784,58.5234,USD,1.00000
173300,1,2024-09-28,2024-09-28,1781235,530,1609,1,233.991,201.23226,77.526,USD,1.00000
173301,0,2024-09-28,2024-09-28,1769092,450,1383,5,20.784,18.08208,10.592,USD,1.00000
173301,1,2024-09-28,2024-09-28,1769092,450,442,4,539.8,539.8,275.2,USD,1.00000
173301,2,2024-09-28,2024-09-28,1769092,450,1079,5,465.4,409.552,214.019,USD,1.00000
173301,3,2024-09-28,2024-09-28,1769092,450,1536,10,476.8,414.816,219.264,USD,1.00000
173301,4,2024-09-28,2024-09-28,1769092,450,1615,5,260.991,224.45226,86.472,USD,1.00000
173302,0,2024-09-28,2024-09-28,62528,35,1419,1,412.8,412.8,189.84,AUD,1.51994
173302,1,2024-09-28,2024-09-28,62528,35,1425,2,846.4,753.296,280.432,AUD,1.51994
173302,2,2024-09-28,2024-09-28,62528,35,691,4,472,415.36,156.38,AUD,1.51994
173303,0,2024-09-28,2024-09-28,1339978,450,383,8,1198,1054.24,550.92,USD,1.00000
173500,0,2024-09-30,2024-09-30,1730820,470,2101,4,719.55,705.159,330.8946,USD,1.00000
173500,1,2024-09-30,2024-09-30,1730820,470,1553,2,428.8,377.344,197.184,USD,1.00000
173600,0,2024-10-01,2024-10-01,1393018,650,1614,1,233.991,210.5919,77.526,USD,1.00000
173600,1,2024-10-01,2024-10-01,1393018,650,419,1,738,738,376.26,USD,1.00000
173600,2,2024-10-01,2024-10-01,1393018,650,1600,5,52.092,47.40372,23.958,USD,1.00000
