Date,FromCurrency,ToCurrency,Exchange
2024-02-06,EUR,CAD,1.4526
2024-02-06,EUR,EUR,1.0
2024-02-06,EUR,GBP,0.8546
2024-02-06,EUR,USD,1.0743
2024-02-06,GBP,AUD,1.93248
2024-02-06,GBP,CAD,1.69974
2024-02-06,GBP,EUR,1.17014
2024-02-06,GBP,GBP,1.00000
2024-02-06,GBP,USD,1.25708
2024-02-06,USD,AUD,1.53728
2024-02-06,USD,CAD,1.35214
2024-02-06,USD,EUR,0.93084
2024-02-06,USD,GBP,0.79549
2024-02-06,USD,USD,1.00000
2024-02-07,AUD,AUD,1.00000
2024-02-07,AUD,CAD,0.87864
2024-02-07,AUD,EUR,0.60591
2024-02-07,AUD,GBP,0.51687
2024-02-07,AUD,USD,0.65293
2024-02-07,CAD,AUD,1.13813
2024-02-07,CAD,CAD,1.00000
2024-02-07,CAD,EUR,0.68961
2024-02-07,CAD,GBP,0.58827
2024-02-07,CAD,USD,0.74312
2024-02-07,EUR,AUD,1.6504
2024-02-07,EUR,CAD,1.4501
2024-02-07,EUR,EUR,1.0
2024-02-07,EUR,GBP,0.85305
2024-02-07,EUR,USD,1.0776
2024-02-07,GBP,AUD,1.93470
2024-02-07,GBP,CAD,1.69990
2024-02-07,GBP,EUR,1.17226
2024-02-07,GBP,GBP,1.00000
2024-02-07,GBP,USD,1.26323
2024-02-07,USD,AUD,1.53155
2024-02-07,USD,CAD,1.34568
2024-02-07,USD,EUR,0.92799
2024-02-07,USD,GBP,0.79162
2024-02-07,USD,USD,1.00000
2024-02-08,AUD,AUD,1.00000
2024-02-08,AUD,CAD,0.87543
2024-02-08,AUD,EUR,0.60354
2024-02-08,AUD,GBP,0.51529
2024-02-08,AUD,USD,0.64928
2024-02-08,CAD,AUD,1.14230
2024-02-08,CAD,CAD,1.00000
2024-02-08,CAD,EUR,0.68942
2024-02-08,CAD,GBP,0.58861
2024-02-08,CAD,USD,0.74168
2024-02-08,EUR,AUD,1.6569
2024-02-08,EUR,CAD,1.4505
2024-02-08,EUR,EUR,1.0
2024-02-08,EUR,GBP,0.85378
2024-02-08,EUR,USD,1.0758
2024-02-08,GBP,AUD,1.94066
2024-02-08,GBP,CAD,1.69892
2024-02-08,GBP,EUR,1.17126
2024-02-08,GBP,GBP,1.00000
2024-02-08,GBP,USD,1.26004
2024-02-08,USD,AUD,1.54016
2024-02-08,USD,CAD,1.34830
2024-02-08,USD,EUR,0.92954
2024-02-08,USD,GBP,0.79362
2024-02-08,USD,USD,1.00000
2024-02-09,AUD,AUD,1.00000
2024-02-09,AUD,CAD,0.87566
2024-02-09,AUD,EUR,0.60449
2024-02-09,AUD,GBP,0.51647
2024-02-09,AUD,USD,0.65115
2024-02-09,CAD,AUD,1.14200
2024-02-09,CAD,CAD,1.00000
2024-02-09,CAD,EUR,0.69032
2024-02-09,CAD,GBP,0.58981
2024-02-09,CAD,USD,0.74361
2024-02-09,EUR,AUD,1.6543
2024-02-09,EUR,CAD,1.4486
2024-02-09,EUR,EUR,1.0
2024-02-09,EUR,GBP,0.8544
2024-02-09,EUR,USD,1.0772
2024-02-09,GBP,AUD,1.93621
2024-02-09,GBP,CAD,1.69546
2024-02-09,GBP,EUR,1.17041
2024-02-09,GBP,GBP,1.00000
2024-02-09,GBP,USD,1.26077
2024-02-09,USD,AUD,1.53574
2024-02-09,USD,CAD,1.34478
2024-02-09,USD,EUR,0.92833
2024-02-09,USD,GBP,0.79317
2024-02-09,USD,USD,1.00000
2024-02-10,AUD,AUD,1.00000
2024-02-10,AUD,CAD,0.87566
2024-02-10,AUD,EUR,0.60449
2024-02-10,AUD,GBP,0.51647
2024-02-10,AUD,USD,0.65115
2024-02-10,CAD,AUD,1.14200
2024-02-10,CAD,CAD,1.00000
2024-02-10,CAD,EUR,0.69032
2024-02-10,CAD,GBP,0.58981
2024-02-10,CAD,USD,0.74361
2024-02-10,EUR,AUD,1.6543
2024-02-10,EUR,CAD,1.4486
2024-02-10,EUR,EUR,1.0
2024-02-10,EUR,GBP,0.8544
2024-02-10,EUR,USD,1.0772
2024-02-10,GBP,AUD,1.93621
2024-02-10,GBP,CAD,1.69546
2024-02-10,GBP,EUR,1.17041
2024-02-10,GBP,GBP,1.00000
2024-02-10,GBP,USD,1.26077
2024-02-10,USD,AUD,1.53574
2024-02-10,USD,CAD,1.34478
2024-02-10,USD,EUR,0.92833
2024-02-10,USD,GBP,0.79317
2024-02-10,USD,USD,1.00000
2024-02-11,AUD,AUD,1.00000
2024-02-11,AUD,CAD,0.87566
2024-02-11,AUD,EUR,0.60449
2024-02-11,AUD,GBP,0.51647
2024-02-11,AUD,USD,0.65115
2024-02-11,CAD,AUD,1.14200
2024-02-11,CAD,CAD,1.00000
2024-02-11,CAD,EUR,0.69032
2024-02-11,CAD,GBP,0.58981
2024-02-11,CAD,USD,0.74361
2024-02-11,EUR,AUD,1.6543
2024-02-11,EUR,CAD,1.4486
2024-02-11,EUR,EUR,1.0
2024-02-11,EUR,GBP,0.8544
2024-02-11,EUR,USD,1.0772
2024-02-11,GBP,AUD,1.93621
2024-02-11,GBP,CAD,1.69546
2024-02-11,GBP,EUR,1.17041
2024-02-11,GBP,GBP,1.00000
2024-02-11,GBP,USD,1.26077
2024-02-11,USD,AUD,1.53574
2024-02-11,USD,CAD,1.34478
2024-02-11,USD,EUR,0.92833
2024-02-11,USD,GBP,0.79317
2024-02-11,USD,USD,1.00000
2024-02-12,AUD,AUD,1.00000
2024-02-12,AUD,CAD,0.87876
2024-02-12,AUD,EUR,0.60588
2024-02-12,AUD,GBP,0.51736
2024-02-12,AUD,USD,0.65271
2024-02-12,CAD,AUD,1.13796
2024-02-12,CAD,CAD,1.00000
2024-02-12,CAD,EUR,0.68946
2024-02-12,CAD,GBP,0.58874
2024-02-12,CAD,USD,0.74276
2024-02-12,EUR,AUD,1.6505
2024-02-12,EUR,CAD,1.4504
2024-02-12,EUR,EUR,1.0
2024-02-12,EUR,GBP,0.85391
2024-02-12,EUR,USD,1.0773
2024-02-12,GBP,AUD,1.93287
2024-02-12,GBP,CAD,1.69854
2024-02-12,GBP,EUR,1.17108
2024-02-12,GBP,GBP,1.00000
2024-02-12,GBP,USD,1.26161
2024-02-12,USD,AUD,1.53207
2024-02-12,USD,CAD,1.34633
2024-02-12,USD,EUR,0.92825
2024-02-12,USD,GBP,0.79264
2024-02-12,USD,USD,1.00000
2024-02-13,AUD,AUD,1.00000
2024-02-13,AUD,CAD,0.87807
2024-02-13,AUD,EUR,0.60511
2024-02-13,AUD,GBP,0.51493
2024-02-13,AUD,USD,0.65309
2024-02-13,CAD,AUD,1.13886
2024-02-13,CAD,CAD,1.00000
2024-02-13,CAD,EUR,0.68913
2024-02-13,CAD,GBP,0.58644
2024-02-13,CAD,USD,0.74378
2024-02-13,EUR,AUD,1.6526
2024-02-13,EUR,CAD,1.4511
2024-02-13,EUR,EUR,1.0
2024-02-13,EUR,GBP,0.85098
2024-02-13,EUR,USD,1.0793
2024-02-13,GBP,AUD,1.94200
2024-02-13,GBP,CAD,1.70521
2024-02-13,GBP,EUR,1.17512
2024-02-13,GBP,GBP,1.00000
2024-02-13,GBP,USD,1.26830
2024-02-13,USD,AUD,1.53118
2024-02-13,USD,CAD,1.34448
2024-02-13,USD,EUR,0.92653
2024-02-13,USD,GBP,0.78846
2024-02-13,USD,USD,1.00000
2024-02-14,AUD,AUD,1.00000
2024-02-14,AUD,CAD,0.87822
2024-02-14,AUD,EUR,0.60529
2024-02-14,AUD,GBP,0.51606
2024-02-14,AUD,USD,0.64845
2024-02-14,CAD,AUD,1.13867
2024-02-14,CAD,CAD,1.00000
2024-02-14,CAD,EUR,0.68923
2024-02-14,CAD,GBP,0.58762
2024-02-14,CAD,USD,0.73837
2024-02-14,EUR,AUD,1.6521
2024-02-14,EUR,CAD,1.4509
2024-02-14,EUR,EUR,1.0
2024-02-14,EUR,GBP,0.85258
2024-02-14,EUR,USD,1.0713
2024-02-14,GBP,AUD,1.93777
2024-02-14,GBP,CAD,1.70178
2024-02-14,GBP,EUR,1.17291
2024-02-14,GBP,GBP,1.00000
2024-02-14,GBP,USD,1.25654
2024-02-14,USD,AUD,1.54215
2024-02-14,USD,CAD,1.35434
2024-02-14,USD,EUR,0.93345
2024-02-14,USD,GBP,0.79584
2024-02-14,USD,USD,1.00000
2024-02-15,AUD,AUD,1.00000
2024-02-15,AUD,CAD,0.88030
2024-02-15,AUD,EUR,0.60514
2024-02-15,AUD,GBP,0.51821
2024-02-15,AUD,USD,0.65011
2024-02-15,CAD,AUD,1.13597
2024-02-15,CAD,CAD,1.00000
2024-02-15,CAD,EUR,0.68743
2024-02-15,CAD,GBP,0.58868
2024-02-15,CAD,USD,0.73850
2024-02-15,EUR,AUD,1.6525
2024-02-15,EUR,CAD,1.4547
2024-02-15,EUR,EUR,1.0
2024-02-15,EUR,GBP,0.85635
2024-02-15,EUR,USD,1.0743
2024-02-15,GBP,AUD,1.92970
2024-02-15,GBP,CAD,1.69872
2024-02-15,GBP,EUR,1.16775
2024-02-15,GBP,GBP,1.00000
2024-02-15,GBP,USD,1.25451
2024-02-15,USD,AUD,1.53821
2024-02-15,USD,CAD,1.35409
2024-02-15,USD,EUR,0.93084
2024-02-15,USD,GBP,0.79712
2024-02-15,USD,USD,1.00000
2024-02-16,AUD,AUD,1.00000
2024-02-16,AUD,CAD,0.87897
2024-02-16,AUD,EUR,0.60544
2024-02-16,AUD,GBP,0.51828
2024-02-16,AUD,USD,0.65193
2024-02-16,CAD,AUD,1.13769
2024-02-16,CAD,CAD,1.00000
2024-02-16,CAD,EUR,0.68880
2024-02-16,CAD,GBP,0.58965
2024-02-16,CAD,USD,0.74170
2024-02-16,EUR,AUD,1.6517
2024-02-16,EUR,CAD,1.4518
2024-02-16,EUR,EUR,1.0
2024-02-16,EUR,GBP,0.85605
2024-02-16,EUR,USD,1.0768
2024-02-16,GBP,AUD,1.92944
2024-02-16,GBP,CAD,1.69593
2024-02-16,GBP,EUR,1.16816
2024-02-16,GBP,GBP,1.00000
2024-02-16,GBP,USD,1.25787
2024-02-16,USD,AUD,1.53390
2024-02-16,USD,CAD,1.34825
2024-02-16,USD,EUR,0.92868
2024-02-16,USD,GBP,0.79499
2024-02-16,USD,USD,1.00000
2024-02-17,AUD,AUD,1.00000
2024-02-17,AUD,CAD,0.87897
2024-02-17,AUD,EUR,0.60544
2024-02-17,AUD,GBP,0.51828
2024-02-17,AUD,USD,0.65193
2024-02-17,CAD,AUD,1.13769
2024-02-17,CAD,CAD,1.00000
2024-02-17,CAD,EUR,0.68880
2024-02-17,CAD,GBP,0.58965
2024-02-17,CAD,USD,0.74170
2024-02-17,EUR,AUD,1.6517
2024-02-17,EUR,CAD,1.4518
2024-02-17,EUR,EUR,1.0
2024-02-17,EUR,GBP,0.85605
2024-02-17,EUR,USD,1.0768
2024-02-17,GBP,AUD,1.92944
2024-02-17,GBP,CAD,1.69593
2024-02-17,GBP,EUR,1.16816
2024-02-17,GBP,GBP,1.00000
2024-02-17,GBP,USD,1.25787
2024-02-17,USD,AUD,1.53390
2024-02-17,USD,CAD,1.34825
2024-02-17,USD,EUR,0.92868
2024-02-17,USD,GBP,0.79499
2024-02-17,USD,USD,1.00000
2024-02-18,AUD,AUD,1.00000
2024-02-18,AUD,CAD,0.87897
2024-02-18,AUD,EUR,0.60544
2024-02-18,AUD,GBP,0.51828
2024-02-18,AUD,USD,0.65193
2024-02-18,CAD,AUD,1.13769
2024-02-18,CAD,CAD,1.00000
2024-02-18,CAD,EUR,0.68880
2024-02-18,CAD,GBP,0.58965
2024-02-18,CAD,USD,0.74170
2024-02-18,EUR,AUD,1.6517
2024-02-18,EUR,CAD,1.4518
2024-02-18,EUR,EUR,1.0
2024-02-18,EUR,GBP,0.85605
2024-02-18,EUR,USD,1.0768
2024-02-18,GBP,AUD,1.92944
2024-02-18,GBP,CAD,1.69593
2024-02-18,GBP,EUR,1.16816
2024-02-18,GBP,GBP,1.00000
2024-02-18,GBP,USD,1.25787
2024-02-18,USD,AUD,1.53390
2024-02-18,USD,CAD,1.34825
2024-02-18,USD,EUR,0.92868
2024-02-18,USD,GBP,0.79499
2024-02-18,USD,USD,1.00000
2024-02-19,AUD,AUD,1.00000
2024-02-19,AUD,CAD,0.88124
2024-02-19,AUD,EUR,0.60683
2024-02-19,AUD,GBP,0.51853
2024-02-19,AUD,USD,0.65392
2024-02-19,CAD,AUD,1.13476
2024-02-19,CAD,CAD,1.00000
2024-02-19,CAD,EUR,0.68861
2024-02-19,CAD,GBP,0.58840
2024-02-19,CAD,USD,0.74205
2024-02-19,EUR,AUD,1.6479
2024-02-19,EUR,CAD,1.4522
2024-02-19,EUR,EUR,1.0
2024-02-19,EUR,GBP,0.85448
2024-02-19,EUR,USD,1.0776
2024-02-19,GBP,AUD,1.92854
2024-02-19,GBP,CAD,1.69951
2024-02-19,GBP,EUR,1.17030
2024-02-19,GBP,GBP,1.00000
2024-02-19,GBP,USD,1.26112
2024-02-19,USD,AUD,1.52923
2024-02-19,USD,CAD,1.34762
2024-02-19,USD,EUR,0.92799
2024-02-19,USD,GBP,0.79295
2024-02-19,USD,USD,1.00000
2024-02-20,AUD,AUD,1.00000
2024-02-20,AUD,CAD,0.88485
2024-02-20,AUD,EUR,0.60764
2024-02-20,AUD,GBP,0.52051
2024-02-20,AUD,USD,0.65638
2024-02-20,CAD,AUD,1.13013
2024-02-20,CAD,CAD,1.00000
2024-02-20,CAD,EUR,0.68672
2024-02-20,CAD,GBP,0.58824
2024-02-20,CAD,USD,0.74179
2024-02-20,EUR,AUD,1.6457
2024-02-20,EUR,CAD,1.4562
2024-02-20,EUR,EUR,1.0
2024-02-20,EUR,GBP,0.8566
2024-02-20,EUR,USD,1.0802
2024-02-20,GBP,AUD,1.92120
2024-02-20,GBP,CAD,1.69998
2024-02-20,GBP,EUR,1.16741
2024-02-20,GBP,GBP,1.00000
2024-02-20,GBP,USD,1.26103
2024-02-20,USD,AUD,1.52351
2024-02-20,USD,CAD,1.34808
2024-02-20,USD,EUR,0.92575
2024-02-20,USD,GBP,0.79300
2024-02-20,USD,USD,1.00000
2024-02-21,AUD,AUD,1.00000
2024-02-21,AUD,CAD,0.88669
2024-02-21,AUD,EUR,0.60658
2024-02-21,AUD,GBP,0.51934
2024-02-21,AUD,USD,0.65565
2024-02-21,CAD,AUD,1.12779
2024-02-21,CAD,CAD,1.00000
2024-02-21,CAD,EUR,0.68409
2024-02-21,CAD,GBP,0.58571
2024-02-21,CAD,USD,0.73943
2024-02-21,EUR,AUD,1.6486
2024-02-21,EUR,CAD,1.4618
2024-02-21,EUR,EUR,1.0
2024-02-21,EUR,GBP,0.85619
2024-02-21,EUR,USD,1.0809
2024-02-21,GBP,AUD,1.92551
2024-02-21,GBP,CAD,1.70733
2024-02-21,GBP,EUR,1.16797
2024-02-21,GBP,GBP,1.00000
2024-02-21,GBP,USD,1.26245
2024-02-21,USD,AUD,1.52521
2024-02-21,USD,CAD,1.35239
2024-02-21,USD,EUR,0.92515
2024-02-21,USD,GBP,0.79211
2024-02-21,USD,USD,1.00000
2024-02-22,AUD,AUD,1.00000
2024-02-22,AUD,CAD,0.88513
2024-02-22,AUD,EUR,0.60551
2024-02-22,AUD,GBP,0.51847
2024-02-22,AUD,USD,0.65662
2024-02-22,CAD,AUD,1.12977
2024-02-22,CAD,CAD,1.00000
2024-02-22,CAD,EUR,0.68409
2024-02-22,CAD,GBP,0.58575
2024-02-22,CAD,USD,0.74183
2024-02-22,EUR,AUD,1.6515
2024-02-22,EUR,CAD,1.4618
2024-02-22,EUR,EUR,1.0
2024-02-22,EUR,GBP,0.85625
2024-02-22,EUR,USD,1.0844
2024-02-22,GBP,AUD,1.92876
2024-02-22,GBP,CAD,1.70721
2024-02-22,GBP,EUR,1.16788
2024-02-22,GBP,GBP,1.00000
2024-02-22,GBP,USD,1.26645
2024-02-22,USD,AUD,1.52296
2024-02-22,USD,CAD,1.34803
2024-02-22,USD,EUR,0.92217
2024-02-22,USD,GBP,0.78961
2024-02-22,USD,USD,1.00000
2024-02-23,AUD,AUD,1.00000
2024-02-23,AUD,CAD,0.88583
2024-02-23,AUD,EUR,0.60728
2024-02-23,AUD,GBP,0.51825
2024-02-23,AUD,USD,0.65792
2024-02-23,CAD,AUD,1.12888
2024-02-23,CAD,CAD,1.00000
2024-02-23,CAD,EUR,0.68554
2024-02-23,CAD,GBP,0.58504
2024-02-23,CAD,USD,0.74272
2024-02-23,EUR,AUD,1.6467
2024-02-23,EUR,CAD,1.4587
2024-02-23,EUR,EUR,1.0
2024-02-23,EUR,GBP,0.8534
2024-02-23,EUR,USD,1.0834
2024-02-23,GBP,AUD,1.92958
2024-02-23,GBP,CAD,1.70928
2024-02-23,GBP,EUR,1.17178
2024-02-23,GBP,GBP,1.00000
2024-02-23,GBP,USD,1.26951
2024-02-23,USD,AUD,1.51994
2024-02-23,USD,CAD,1.34641
2024-02-23,USD,EUR,0.92302
2024-02-23,USD,GBP,0.78771
2024-02-23,USD,USD,1.00000
2024-02-24,AUD,AUD,1.00000
2024-02-24,AUD,CAD,0.88583
2024-02-24,AUD,EUR,0.60728
2024-02-24,AUD,GBP,0.51825
2024-02-24,AUD,USD,0.65792
2024-02-24,CAD,AUD,1.12888
2024-02-24,CAD,CAD,1.00000
2024-02-24,CAD,EUR,0.68554
2024-02-24,CAD,GBP,0.58504
2024-02-24,CAD,USD,0.74272
2024-02-24,EUR,AUD,1.6467
2024-02-24,EUR,CAD,1.4587
2024-02-24,EUR,EUR,1.0
2024-02-24,EUR,GBP,0.8534
2024-02-24,EUR,USD,1.0834
2024-02-24,GBP,AUD,1.92958
2024-02-24,GBP,CAD,1.70928
2024-02-24,GBP,EUR,1.17178
2024-02-24,GBP,GBP,1.00000
2024-02-24,GBP,USD,1.26951
2024-02-24,USD,AUD,1.51994
2024-02-24,USD,CAD,1.34641
2024-02-24,USD,EUR,0.92302
2024-02-24,USD,GBP,0.78771
2024-02-24,USD,USD,1.00000
2024-02-25,AUD,AUD,1.00000
2024-02-25,AUD,CAD,0.88583
2024-02-25,AUD,EUR,0.60728
2024-02-25,AUD,GBP,0.51825
2024-02-25,AUD,USD,0.65792
2024-02-25,CAD,AUD,1.12888
2024-02-25,CAD,CAD,1.00000
2024-02-25,CAD,EUR,0.68554
2024-02-25,CAD,GBP,0.58504
2024-02-25,CAD,USD,0.74272
2024-02-25,EUR,AUD,1.6467
2024-02-25,EUR,CAD,1.4587
2024-02-25,EUR,EUR,1.0
2024-02-25,EUR,GBP,0.8534
2024-02-25,EUR,USD,1.0834
2024-02-25,GBP,AUD,1.92958
2024-02-25,GBP,CAD,1.70928
2024-02-25,GBP,EUR,1.17178
2024-02-25,GBP,GBP,1.00000
2024-02-25,GBP,USD,1.26951
2024-02-25,USD,AUD,1.51994
2024-02-25,USD,CAD,1.34641
2024-02-25,USD,EUR,0.92302
2024-02-25,USD,GBP,0.78771
2024-02-25,USD,USD,1.00000
2024-02-26,AUD,AUD,1.00000
2024-02-26,AUD,CAD,0.88611
2024-02-26,AUD,EUR,0.60386
2024-02-26,AUD,GBP,0.51627
2024-02-26,AUD,USD,0.65531
2024-02-26,CAD,AUD,1.12853
2024-02-26,CAD,CAD,1.00000
2024-02-26,CAD,EUR,0.68148
2024-02-26,CAD,GBP,0.58263
2024-02-26,CAD,USD,0.73954
2024-02-26,EUR,AUD,1.656
2024-02-26,EUR,CAD,1.4674
2024-02-26,EUR,EUR,1.0
2024-02-26,EUR,GBP,0.85495
2024-02-26,EUR,USD,1.0852
2024-02-26,GBP,AUD,1.93696
2024-02-26,GBP,CAD,1.71636
2024-02-26,GBP,EUR,1.16966
2024-02-26,GBP,GBP,1.00000
2024-02-26,GBP,USD,1.26931
2024-02-26,USD,AUD,1.52599
2024-02-26,USD,CAD,1.35219
2024-02-26,USD,EUR,0.92149
2024-02-26,USD,GBP,0.78783
2024-02-26,USD,USD,1.00000
2024-02-27,AUD,AUD,1.00000
2024-02-27,AUD,CAD,0.88439
2024-02-27,AUD,EUR,0.60368
2024-02-27,AUD,GBP,0.51687
2024-02-27,AUD,USD,0.65536
2024-02-27,CAD,AUD,1.13072
2024-02-27,CAD,CAD,1.00000
2024-02-27,CAD,EUR,0.68259
2024-02-27,CAD,GBP,0.58444
2024-02-27,CAD,USD,0.74102
2024-02-27,EUR,AUD,1.6565
2024-02-27,EUR,CAD,1.465
2024-02-27,EUR,EUR,1.0
2024-02-27,EUR,GBP,0.8562
2024-02-27,EUR,USD,1.0856
2024-02-27,GBP,AUD,1.93471
2024-02-27,GBP,CAD,1.71105
2024-02-27,GBP,EUR,1.16795
2024-02-27,GBP,GBP,1.00000
2024-02-27,GBP,USD,1.26793
2024-02-27,USD,AUD,1.52588
2024-02-27,USD,CAD,1.34948
2024-02-27,USD,EUR,0.92115
2024-02-27,USD,GBP,0.78869
2024-02-27,USD,USD,1.00000
2024-02-28,AUD,AUD,1.00000
2024-02-28,AUD,CAD,0.88281
2024-02-28,AUD,EUR,0.60100
2024-02-28,AUD,GBP,0.51414
2024-02-28,AUD,USD,0.64956
2024-02-28,CAD,AUD,1.13275
2024-02-28,CAD,CAD,1.00000
2024-02-28,CAD,EUR,0.68078
2024-02-28,CAD,GBP,0.58239
2024-02-28,CAD,USD,0.73579
2024-02-28,EUR,AUD,1.6639
2024-02-28,EUR,CAD,1.4689
2024-02-28,EUR,EUR,1.0
2024-02-28,EUR,GBP,0.85548
2024-02-28,EUR,USD,1.0808
2024-02-28,GBP,AUD,1.94499
2024-02-28,GBP,CAD,1.71705
2024-02-28,GBP,EUR,1.16893
2024-02-28,GBP,GBP,1.00000
2024-02-28,GBP,USD,1.26338
2024-02-28,USD,AUD,1.53951
2024-02-28,USD,CAD,1.35909
2024-02-28,USD,EUR,0.92524
2024-02-28,USD,GBP,0.79152
2024-02-28,USD,USD,1.00000
2024-02-29,AUD,AUD,1.00000
2024-02-29,AUD,CAD,0.88222
2024-02-29,AUD,EUR,0.59938
2024-02-29,AUD,GBP,0.51340
2024-02-29,AUD,USD,0.64889
2024-02-29,CAD,AUD,1.13350
2024-02-29,CAD,CAD,1.00000
2024-02-29,CAD,EUR,0.67939
2024-02-29,CAD,GBP,0.58193
2024-02-29,CAD,USD,0.73551
2024-02-29,EUR,AUD,1.6684
2024-02-29,EUR,CAD,1.4719
2024-02-29,EUR,EUR,1.0
2024-02-29,EUR,GBP,0.85655
2024-02-29,EUR,USD,1.0826
2024-02-29,GBP,AUD,1.94781
2024-02-29,GBP,CAD,1.71841
2024-02-29,GBP,EUR,1.16747
2024-02-29,GBP,GBP,1.00000
2024-02-29,GBP,USD,1.26391
2024-02-29,USD,AUD,1.54110
2024-02-29,USD,CAD,1.35960
2024-02-29,USD,EUR,0.92370
2024-02-29,USD,GBP,0.79120
2024-02-29,USD,USD,1.00000
2024-03-01,AUD,AUD,1.00000
2024-03-01,AUD,CAD,0.88231
2024-03-01,AUD,EUR,0.60107
2024-03-01,AUD,GBP,0.51444
2024-03-01,AUD,USD,0.64994
2024-03-01,CAD,AUD,1.13339
2024-03-01,CAD,CAD,1.00000
2024-03-01,CAD,EUR,0.68125
2024-03-01,CAD,GBP,0.58306
2024-03-01,CAD,USD,0.73663
2024-03-01,EUR,AUD,1.6637
2024-03-01,EUR,CAD,1.4679
2024-03-01,EUR,EUR,1.0
2024-03-01,EUR,GBP,0.85588
2024-03-01,EUR,USD,1.0813
2024-03-01,GBP,AUD,1.94385
2024-03-01,GBP,CAD,1.71508
2024-03-01,GBP,EUR,1.16839
2024-03-01,GBP,GBP,1.00000
2024-03-01,GBP,USD,1.26338
2024-03-01,USD,AUD,1.53861
2024-03-01,USD,CAD,1.35753
2024-03-01,USD,EUR,0.92481
2024-03-01,USD,GBP,0.79153
2024-03-01,USD,USD,1.00000
2024-03-02,AUD,AUD,1.00000
2024-03-02,AUD,CAD,0.88231
2024-03-02,AUD,EUR,0.60107
2024-03-02,AUD,GBP,0.51444
2024-03-02,AUD,USD,0.64994
2024-03-02,CAD,AUD,1.13339
2024-03-02,CAD,CAD,1.00000
2024-03-02,CAD,EUR,0.68125
2024-03-02,CAD,GBP,0.58306
2024-03-02,CAD,USD,0.73663
2024-03-02,EUR,AUD,1.6637
2024-03-02,EUR,CAD,1.4679
2024-03-02,EUR,EUR,1.0
2024-03-02,EUR,GBP,0.85588
2024-03-02,EUR,USD,1.0813
2024-03-02,GBP,AUD,1.94385
2024-03-02,GBP,CAD,1.71508
2024-03-02,GBP,EUR,1.16839
2024-03-02,GBP,GBP,1.00000
2024-03-02,GBP,USD,1.26338
2024-03-02,USD,AUD,1.53861
2024-03-02,USD,CAD,1.35753
2024-03-02,USD,EUR,0.92481
2024-03-02,USD,GBP,0.79153
2024-03-02,USD,USD,1.00000
2024-03-03,AUD,AUD,1.00000
2024-03-03,AUD,CAD,0.88231
2024-03-03,AUD,EUR,0.60107
2024-03-03,AUD,GBP,0.51444
2024-03-03,AUD,USD,0.64994
2024-03-03,CAD,AUD,1.13339
2024-03-03,CAD,CAD,1.00000
2024-03-03,CAD,EUR,0.68125
2024-03-03,CAD,GBP,0.58306
2024-03-03,CAD,USD,0.73663
2024-03-03,EUR,AUD,1.6637
2024-03-03,EUR,CAD,1.4679
2024-03-03,EUR,EUR,1.0
2024-03-03,EUR,GBP,0.85588
2024-03-03,EUR,USD,1.0813
2024-03-03,GBP,AUD,1.94385
2024-03-03,GBP,CAD,1.71508
2024-03-03,GBP,EUR,1.16839
2024-03-03,GBP,GBP,1.00000
2024-03-03,GBP,USD,1.26338
2024-03-03,USD,AUD,1.53861
2024-03-03,USD,CAD,1.35753
2024-03-03,USD,EUR,0.92481
2024-03-03,USD,GBP,0.79153
2024-03-03,USD,USD,1.00000
2024-03-04,AUD,AUD,1.00000
2024-03-04,AUD,CAD,0.88456
2024-03-04,AUD,EUR,0.60096
2024-03-04,AUD,GBP,0.51432
2024-03-04,AUD,USD,0.65180
2024-03-04,CAD,AUD,1.13051
2024-03-04,CAD,CAD,1.00000
2024-03-04,CAD,EUR,0.67939
2024-03-04,CAD,GBP,0.58145
2024-03-04,CAD,USD,0.73687
2024-03-04,EUR,AUD,1.664
2024-03-04,EUR,CAD,1.4719
2024-03-04,EUR,EUR,1.0
2024-03-04,EUR,GBP,0.85583
2024-03-04,EUR,USD,1.0846
2024-03-04,GBP,AUD,1.94431
2024-03-04,GBP,CAD,1.71985
2024-03-04,GBP,EUR,1.16846
2024-03-04,GBP,GBP,1.00000
2024-03-04,GBP,USD,1.26731
2024-03-04,USD,AUD,1.53421
2024-03-04,USD,CAD,1.35709
2024-03-04,USD,EUR,0.92200
2024-03-04,USD,GBP,0.78907
2024-03-04,USD,USD,1.00000
2024-03-05,AUD,AUD,1.00000
2024-03-05,AUD,CAD,0.88258
2024-03-05,AUD,EUR,0.59848
2024-03-05,AUD,GBP,0.51196
2024-03-05,AUD,USD,0.64929
2024-03-05,CAD,AUD,1.13304
2024-03-05,CAD,CAD,1.00000
2024-03-05,CAD,EUR,0.67810
2024-03-05,CAD,GBP,0.58007
2024-03-05,CAD,USD,0.73568
2024-03-05,EUR,AUD,1.6709
2024-03-05,EUR,CAD,1.4747
2024-03-05,EUR,EUR,1.0
2024-03-05,EUR,GBP,0.85543
2024-03-05,EUR,USD,1.0849
2024-03-05,GBP,AUD,1.95329
2024-03-05,GBP,CAD,1.72393
2024-03-05,GBP,EUR,1.16900
2024-03-05,GBP,GBP,1.00000
2024-03-05,GBP,USD,1.26825
2024-03-05,USD,AUD,1.54014
2024-03-05,USD,CAD,1.35930
2024-03-05,USD,EUR,0.92174
2024-03-05,USD,GBP,0.78849
2024-03-05,USD,USD,1.00000
